274877909720|2010-06-17T09:49:14.797+0000|61.95.139.96|Firefox|cool|4
1374389537512|2011-10-08T15:17:16.825+0000|187.115.162.120|Chrome|yes|3
1236950584057|2011-08-04T19:17:37.953+0000|49.213.32.226|Firefox|About Jean-Paul Sartre, elf to be turneAbout Snoop Dogg, , The Chronic aAbout Afghanistan, eologists have About Inca Empire,  as that of PacAbout Ma|148
824633723657|2011-01-24T10:29:59.996+0000|61.0.82.47|Chrome|About Kingdom of Judah,  neighbours, probably as the result of a cooperative|76
687194770203|2010-11-23T10:07:24.497+0000|103.1.125.221|Safari|About Rumi, Persian About Carl Linnaeus, f ShakesAbout Elizabeth Taylor,  beca|78
1786706397995|2012-03-15T13:47:20.856+0000|31.25.40.80|Firefox|About Oliver Cromwell, nd Ireland have bAbout Morrissey, top ten of the UKAbout M|81
1374389537595|2011-10-10T23:07:51.237+0000|49.13.33.230|Chrome|duh|3
962072677195|2011-04-09T20:38:15.234+0000|59.89.165.215|Chrome|right|5
962072677211|2011-04-04T01:56:09.692+0000|49.13.33.230|Chrome|good|4
962072677226|2011-04-05T09:54:35.558+0000|27.255.209.56|Chrome|cool|4
824633723770|2011-01-26T06:57:36.236+0000|61.0.82.47|Chrome|yes|3
687194770314|2010-12-15T09:05:08.078+0000|27.123.96.50|Firefox|no|2
1374389537690|2011-09-23T08:00:34.495+0000|61.95.234.122|Firefox|no way!|7
137438956459|2010-04-17T05:11:49.056+0000|61.0.119.29|Firefox|About Rumi, ies were at theAbout Walter Scott, me, with many cAbout Tom Hanks,  Charlie WilsonAbout Park|104
962072677308|2011-04-15T19:23:50.095+0000|61.95.234.122|Firefox|yes|3
274877909964|2010-05-29T16:23:59.375+0000|103.1.126.208|Internet Explorer|About Benito Mussolini, ed dictatorial authority by bAbout Peter Sellers,  Show. His ability to speak iAbout Giant Steps,  and many of its track|144
687194770397|2010-11-27T17:04:09.957+0000|27.54.166.12|Internet Explorer|About Oscar Wilde,  literary activities: he published a book of poems, lectured in About Pete Townshend, een a contributor and|126
549755816941|2010-09-14T23:54:09.247+0000|101.0.48.62|Internet Explorer|About Sonia Gandhi, ressive Alliance About Lewis Carroll, ds, correspondencAbout |81
549755816958|2010-09-15T11:25:02.849+0000|42.106.213.175|Internet Explorer|About Sonia Gandhi, o join politics in 1997; in 1998, she was elected as theAbout Italy, erous city and regional states, but was unified in 1861,About White on Blond|165
1511828491278|2011-12-20T06:57:38.768+0000|49.213.58.249|Firefox|duh|3
549755816990|2010-09-15T21:43:01.601+0000|58.2.31.98|Chrome|no way!|7
1511828491311|2011-12-20T19:23:35.680+0000|61.17.95.113|Firefox|thx|3
549755817024|2010-09-14T03:26:07.865+0000|103.1.126.208|Internet Explorer|thx|3
1511828491344|2011-12-20T18:05:47.175+0000|61.17.209.13|Firefox|I see|5
1511828491360|2011-12-21T00:53:38.993+0000|49.213.32.226|Firefox|maybe|5
549755817072|2010-09-15T09:43:55.487+0000|103.1.125.221|Safari|thanks|6
1511828491392|2011-12-21T13:43:35.426+0000|49.236.11.78|Chrome|yes|3
549755817104|2010-09-16T02:29:49.898+0000|62.102.148.70|Firefox|I see|5
549755817120|2010-09-14T18:54:10.929+0000|103.1.125.221|Safari|fine|4
549755817135|2010-09-16T00:15:07.780+0000|61.0.119.29|Firefox|yes|3
1511828491456|2011-12-20T03:00:18.269+0000|101.2.5.126|Firefox|About Edgar Prado, ' Cup race until 2005About Andrew Jackson, sident in 1828, Jack|82
549755817168|2010-09-15T06:21:19.174+0000|49.42.141.37|Internet Explorer|thanks|6
549755817183|2010-09-16T07:15:29.795+0000|27.123.219.30|Firefox|About Sonia Gandhi, t refused and pAbout Dmitri Shostakovich,  Sergei ProkofiAbout Gr|85
1511828491503|2011-12-20T09:45:04.322+0000|61.95.177.80|Chrome|great|5
549755817215|2010-09-15T17:55:50.837+0000|46.29.202.218|Chrome|fine|4
1511828491535|2011-12-21T09:17:03.107+0000|101.2.52.228|Internet Explorer|About Keith Richards, e Rolling SAbout Mickey Rooney, ell as the About Nat King Cole, s a leadingAbou|101
549755817248|2010-09-16T12:02:42.356+0000|103.1.127.92|Firefox|About J. K. Rowling, ok series in hAbout Henry Ford, commitment to About Www.pitchs|83
549755817264|2010-09-15T00:39:09.957+0000|49.238.57.141|Internet Explorer|About Augustine of Hippo,  brewers, printAbout Hungary, 0 percent of itAbo|74
549755817279|2010-09-14T17:40:39.762+0000|27.131.214.237|Firefox|duh|3
549755817296|2010-09-15T03:00:30.367+0000|61.0.119.29|Firefox|thanks|6
549755817313|2010-09-15T05:37:27.018+0000|27.112.121.189|Firefox|roflol|6
549755817329|2010-09-15T03:20:31.818+0000|27.54.166.12|Internet Explorer|LOL|3
549755817345|2010-09-15T10:56:34.213+0000|103.1.6.96|Safari|About Hans Christian Andersen, e Little Mermaid, Thumbelina, About Iggy Pop, he singer'|87
962072678098|2011-03-22T13:53:45.383+0000|31.44.243.168|Firefox|About Edward IV of England, llenge to About Pope Leo XIII, 93), and hAbout A|76
962072678114|2011-03-23T03:29:16.752+0000|31.44.243.168|Firefox|ok|2
687194771561|2010-11-18T17:06:22.114+0000|200.0.27.84|Firefox|thx|3
1374389539196|2011-09-24T10:40:10.048+0000|27.106.97.149|Internet Explorer|About Celine Dion, le pop artist in North AmerAbout Felix Mendelssohn, ging musi|80
1511828492684|2012-01-06T09:40:54.651+0000|132.254.181.112|Chrome|About Pope Pius XI, n nations, most notably the Reichskonkordat with NaAbout Jamie Foxx, o when he was five years old. As an actor, his workAbout Beggar|152
1649267446171|2012-01-07T18:27:13.921+0000|27.14.191.202|Firefox|yes|3
549755818414|2010-10-17T19:28:33.890+0000|120.28.43.229|Internet Explorer|About W. B. Yeats,  of the fAbout Paul the Apostle, imon PeteAbout John Stuart Mill,  1873|90
1099511632319|2011-05-29T02:54:04.311+0000|27.50.11.71|Chrome|maybe|5
1924145353167|2012-05-30T00:16:05.990+0000|49.236.243.59|Chrome|About Gordon Brown, y a plurality and resulting in a hung parliamenAbout Mambo No. 5, me on Bega's 1999 debut album A Little Bit of MAbout A|140
549755818463|2010-09-30T19:16:30.262+0000|61.4.77.45|Firefox|duh|3
824633725424|2011-01-18T00:49:43.097+0000|61.3.163.148|Internet Explorer|About Liza Minnelli,  for Best SAbout William Henry Harrison, n, and the About If|81
412316865025|2010-08-28T18:23:30.735+0000|103.246.107.110|Firefox|no way!|7
549755818513|2010-10-18T07:28:04.853+0000|124.248.184.148|Firefox|roflol|6
549755818528|2010-10-18T17:43:07.578+0000|119.63.83.1|Opera|right|5
1511828492851|2011-11-12T06:05:00.020+0000|203.215.49.245|Chrome|right|5
1511828492866|2011-11-12T05:39:32.741+0000|103.1.236.64|Firefox|I see|5
1511828492882|2011-12-23T22:05:26.667+0000|103.1.236.64|Firefox|About Busta Rhymes,  and most prolific rappers About Oh, Pretty Woman,  with a G|80
412316865122|2010-07-10T15:38:58.304+0000|213.150.173.217|Internet Explorer|About Robert Mugabe, le from bases in Mozambique. At the end oAbout China, g with the fall of the Qing Dynasty in 19About French India, % (187,870) lived in the |161
1511828492925|2011-12-08T12:11:35.162+0000|41.75.66.108|Firefox|right|5
412316865166|2010-07-15T07:28:50.810+0000|203.223.46.56|Firefox|no|2
2061584306865|2012-08-07T18:26:41.324+0000|200.9.187.126|Chrome|thx|3
274877911747|2010-05-25T22:27:53.333+0000|193.136.150.95|Internet Explorer|About Celine Dion, r becoming the best-selliAbout With God on Our Side, an|74
1511828493011|2011-11-24T04:49:00.745+0000|117.121.216.2|Firefox|About Celine Dion, Canada in 1About Frank Zappa, reer was abAbout Ralph Wald|76
962072679140|2011-04-29T08:34:49.102+0000|27.111.10.98|Firefox|cool|4
2061584306932|2012-07-21T22:41:46.334+0000|196.43.221.69|Internet Explorer|thanks|6
549755818757|2010-10-04T23:05:15.819+0000|124.109.36.235|Firefox|fine|4
1649267446549|2012-01-28T18:34:06.300+0000|27.50.11.71|Chrome|ok|2
1649267446566|2012-02-29T09:03:56.963+0000|61.90.192.100|Internet Explorer|no|2
1511828493112|2012-01-06T01:25:29.840+0000|61.8.146.136|Internet Explorer|no way!|7
1374389539666|2011-10-18T05:18:17.715+0000|41.75.66.108|Firefox|About Celine Dion, tended to almost fiveAbout Jimmy Carter, 24) is an American po|81
1649267446626|2012-01-09T08:15:57.268+0000|114.29.249.173|Chrome|thanks|6
1924145353587|2012-07-03T01:00:11.072+0000|110.35.79.234|Opera|roflol|6
1649267446659|2012-01-25T21:59:35.456+0000|119.63.83.1|Opera|I see|5
1099511632795|2011-06-14T15:49:39.686+0000|171.242.193.240|Safari|About Celine Dion, t a family and spend About Karl Marx, r a radical newspaperAbout Voltaire, 1694 – |101
687194772404|2010-12-06T12:58:52.765+0000|183.91.135.66|Firefox|About Marilyn Manson, nt members of About Kurt Vonnegut, and Breakfast About An|79
687194772419|2010-12-07T23:33:59.445+0000|124.109.36.235|Firefox|About Celine Dion, rds and releasinAbout Doris Day, e biggest box-ofAbout Kurt Vonnegut, entury American About Half of My Heart, ican r|135
1786706400214|2012-04-15T01:30:00.151+0000|31.207.81.222|Firefox|maybe|5
962072679399|2011-03-17T18:08:16.940+0000|203.223.46.56|Firefox|thx|3
824633725943|2011-01-17T20:17:46.658+0000|115.146.167.32|Firefox|LOL|3
412316865543|2010-07-30T11:02:18.195+0000|115.146.167.32|Firefox|good|4
412316865558|2010-07-30T15:58:43.922+0000|24.41.6.10|Internet Explorer|no|2
2061584307238|2012-07-18T01:23:42.023+0000|115.178.56.21|Firefox|About Celine Dion,  music has been influencedAbout William Blake, es him difficult to classiAbout Kosovo, t the independence of KosoAbout Nellie the Elephant,  a fictional inte|176
1236950586422|2011-08-26T10:15:06.064+0000|61.4.77.45|Firefox|good|4
1374389539910|2011-09-30T13:47:29.347+0000|115.72.112.11|Internet Explorer|About Janis Joplin, se Your Hand and her only number one hit, Me and Bobby McG|78
1374389539926|2011-10-08T16:22:16.434+0000|213.150.173.217|Internet Explorer|About Humayun,  also there are About George Orwell, o totalitarianisAbout David Lloyd George,  20th century liAbout Kate Bush|125
1786706400359|2012-04-28T03:49:17.655+0000|192.68.138.70|Chrome|About Peter Paul Rubens, r with nobility and art collectAbout Cuba, onstruction or complet|90
1786706400391|2012-04-26T22:09:53.949+0000|41.189.67.87|Chrome|cool|4
1649267446943|2012-01-18T13:52:04.348+0000|200.0.110.93|Internet Explorer|good|4
1374389540015|2011-09-29T13:58:07.166+0000|1.4.13.156|Chrome|About Will Smith, films in which he starred open at #1 spot About Space Jazz, and |82
1099511633087|2011-05-25T13:43:07.645+0000|190.96.95.1|Internet Explorer|thx|3
2061584307408|2012-08-20T03:29:51.446+0000|190.1.166.192|Firefox|thanks|6
2061584307424|2012-07-11T23:10:49.031+0000|204.79.186.89|Firefox|I see|5
1786706400517|2012-03-25T16:09:56.703+0000|31.25.59.15|Safari|roflol|6
1374389540117|2011-10-24T15:35:26.218+0000|31.25.59.15|Safari|About Atomic Dog, ngle failed to reach the Top 100 of theAbout Cape Colony, f|77
1099511633189|2011-05-20T00:23:28.245+0000|200.0.110.93|Internet Explorer|About Shakira, aspired to follow in her footsteps and become a fashion designer. Whi|84
2061584307509|2012-07-18T22:34:46.600+0000|190.12.86.87|Internet Explorer|thx|3
1374389540165|2011-10-09T10:31:51.843+0000|200.0.110.93|Internet Explorer|I see|5
1786706400598|2012-05-05T17:16:56.696+0000|31.25.59.15|Safari|fine|4
549755819378|2010-10-05T22:10:05.366+0000|1.4.13.156|Chrome|LOL|3
549755819394|2010-10-05T14:34:58.262+0000|124.217.53.142|Firefox|good|4
1649267447187|2012-02-14T01:35:59.854+0000|1.0.235.12|Chrome|ok|2
1374389540259|2011-10-09T06:41:45.837+0000|42.8.69.213|Firefox|right|5
2061584307636|2012-07-28T08:47:50.922+0000|41.178.237.54|Chrome|thanks|6
824633726404|2011-02-25T02:01:25.648+0000|1.0.235.12|Chrome|thanks|6
1924145354197|2012-05-20T04:44:05.434+0000|101.209.68.58|Safari|About I Want to Hold Your Hand, e its predecessor, I Want to Hold Your Hand|75
1786706400741|2012-03-18T14:33:41.699+0000|101.209.68.58|Safari|thanks|6
549755819525|2010-10-08T05:33:34.049+0000|196.32.192.54|Firefox|About Pamela Anderson, e, she was known as Pamela Anderson Lee (or PAbout Béla Bartók, la|89
549755819540|2010-10-07T19:45:50.635+0000|62.93.169.198|Firefox|About Nicholas I of Russia, o the King of Poland and the Grand Duke of Finl|75
824633726500|2011-02-07T11:40:57.881+0000|115.165.166.204|Internet Explorer|ok|2
549755819573|2010-10-16T17:51:24.001+0000|192.160.128.117|Chrome|LOL|3
2061584307781|2012-07-19T02:44:10.632+0000|192.160.128.117|Chrome|About OVO, o the Millennium Dome Show in London that was composed by Peter Gabriel. I|85
962072680022|2011-03-27T20:08:44.183+0000|31.24.145.230|Opera|LOL|3
1786706400871|2012-03-12T21:41:24.581+0000|61.16.220.210|Chrome|About Good Rocking Tonight, ng released in 1947 by its writer, Roy Brown a|74
1786706400886|2012-03-13T02:45:38.880+0000|200.0.68.105|Safari|About François Mitterrand, ter two years, with the economy in crisAbout Lord|76
549755819655|2010-10-24T00:35:02.227+0000|1.116.116.140|Firefox|About Quadrophenia, is a variation on the popular (and misnomered) usage of the medical d|89
549755819670|2010-10-24T00:11:21.197+0000|196.1.98.252|Firefox|About Alexander the Great, invaded Persian-ruled Asia Minor and began About You Forg|84
1786706400936|2012-05-07T23:43:43.778+0000|196.1.98.252|Firefox|yes|3
412316866243|2010-07-23T22:23:33.252+0000|197.255.179.214|Internet Explorer|thanks|6
1786706400984|2012-04-18T08:54:23.426+0000|59.19.45.191|Firefox|About 2010 Winter Olympics opening ceremony, d by the Vancouver Organizing Committee (|86
1924145354473|2012-06-05T17:03:41.168+0000|110.232.169.38|Chrome|thx|3
1924145354490|2012-06-18T20:00:45.308+0000|14.129.88.21|Firefox|yes|3
824633726741|2011-01-26T17:30:12.947+0000|59.19.45.191|Firefox|fine|4
687194773285|2010-11-16T18:56:33.603+0000|27.122.115.70|Firefox|LOL|3
824633726810|2011-01-29T04:51:47.749+0000|27.96.214.30|Chrome|duh|3
1649267447658|2012-02-15T15:39:39.343+0000|202.61.0.232|Chrome|About Henry IV of France, , he barely escaAbout Robert De Niro, Robert Henr|75
1511828494202|2011-11-12T13:05:07.986+0000|110.55.251.62|Firefox|right|5
1649267447691|2012-02-22T09:24:54.390+0000|202.61.0.232|Chrome|cool|4
1924145354651|2012-05-09T01:59:11.666+0000|81.30.95.135|Chrome|thx|3
1649267447723|2012-02-21T07:06:41.190+0000|49.128.12.111|Firefox|About Paradorn Srichaphan, . He is the hAbout Laurence Olivier, age and film |77
1924145354683|2012-05-09T07:20:09.294+0000|14.192.73.106|Internet Explorer|LOL|3
1786706401227|2012-05-08T15:08:47.555+0000|14.192.164.29|Firefox|thanks|6
1511828494300|2012-01-05T06:41:46.851+0000|27.122.115.70|Firefox|About Sanath Jayasuriya, om test cAbout Harry S. Truman, d both DeAbout Sophocles,|82
1511828494315|2012-01-06T01:27:47.369+0000|27.112.103.221|Firefox|no|2
962072680445|2011-03-27T09:22:48.968+0000|59.19.45.191|Internet Explorer|LOL|3
962072680461|2011-03-27T13:11:36.483+0000|49.194.208.50|Internet Explorer|no way!|7
1924145354781|2012-05-09T02:52:23.267+0000|27.122.115.70|Internet Explorer|great|5
1786706401326|2012-05-08T17:08:46.049+0000|148.219.4.87|Firefox|yes|3
1924145354814|2012-05-09T04:52:23.189+0000|14.192.164.29|Firefox|no|2
1511828494416|2012-01-04T20:25:41.501+0000|110.232.169.38|Chrome|LOL|3
1924145354848|2012-05-09T17:59:14.724+0000|14.192.164.29|Firefox|About Che Guevara, ptured by CIA-assiAbout Imelda Marcos, ositions to the goAbout Dor|85
1649267447920|2012-02-21T14:36:17.931+0000|58.104.236.119|Firefox|yes|3
549755820163|2010-10-23T16:01:00.675+0000|31.216.4.116|Chrome|thx|3
549755820179|2010-09-16T05:56:24.690+0000|46.244.28.121|Internet Explorer|right|5
1374389541306|2011-10-22T12:52:17.831+0000|77.104.156.67|Internet Explorer|no|2
1374389541322|2011-09-27T17:31:47.093+0000|77.104.156.67|Internet Explorer|About Fernando González, ournamentsAbout Ovid, ral smalleAbout David Bowie|74
1374389541337|2011-09-27T19:59:55.762+0000|77.104.156.67|Internet Explorer|duh|3
2061584308954|2012-08-06T16:14:40.674+0000|119.63.7.147|Safari|roflol|6
549755820778|2010-09-09T06:16:23.120+0000|1.0.1.68|Firefox|no|2
824633727738|2011-01-16T03:10:10.931+0000|201.222.87.17|Firefox|roflol|6
412316867338|2010-08-15T11:43:12.023+0000|24.72.149.224|Safari|thanks|6
412316867354|2010-08-11T07:36:14.937+0000|46.34.170.104|Firefox|good|4
1236950588202|2011-07-25T14:47:52.949+0000|41.190.231.93|Chrome|About Republic of the Congo, rum, tightly controlled by the government, decided electio|87
1924145355578|2012-05-13T23:16:16.847+0000|112.199.79.128|Opera|duh|3
1099511634762|2011-06-15T14:47:14.882+0000|27.148.224.173|Chrome|no|2
1374389541723|2011-10-03T09:20:12.599+0000|49.238.39.235|Chrome|no way!|7
1511828495239|2011-12-26T14:36:19.410+0000|177.26.102.150|Chrome|thanks|6
1786706402200|2012-03-19T09:53:31.872+0000|14.196.45.84|Chrome|thx|3
962072681384|2011-05-04T03:01:03.996+0000|196.1.112.107|Firefox|good|4
1924145355705|2012-06-26T16:10:27.545+0000|196.1.112.107|Firefox|roflol|6
687194774474|2010-12-30T05:07:25.105+0000|117.58.218.74|Chrome|roflol|6
962072681434|2011-03-23T19:47:52.497+0000|27.12.143.194|Firefox|yes|3
962072681450|2011-04-11T03:54:52.588+0000|49.2.147.52|Chrome|ok|2
1786706402298|2012-03-31T22:08:24.963+0000|116.68.178.132|Firefox|About Why Does It Always Rain on Me?, also peaked at #11 on the ARIA Chart, and achiev|86
1924145355787|2012-06-06T16:12:59.691+0000|24.235.162.154|Firefox|About Mahathir Mohamad, from UMNO. When Abdul Rahman resigned, MahAbout Thin Line |82
824633728027|2011-03-02T09:17:47.903+0000|189.131.246.103|Firefox|thx|3
1786706402347|2012-03-20T19:55:11.790+0000|115.147.158.0|Firefox|ok|2
1099511635003|2011-05-24T19:41:55.613+0000|124.158.52.149|Firefox|fine|4
